ID	SL	TL	BC_SL	BC_TL	temp	origin	F1_diet	sex	weight	family	sample_type	Comments
AS03005	4.149	4.727	9.66093E-10	6.53269E-10	cold	hs	cl	f	0.69	23	cross	
AS03006	4.267	4.841	1.2228E-09	8.37372E-10	cold	hs	cl	m	0.95	21	cross	
AS03007	4.357	4.899	9.06773E-10	6.3788E-10	cold	hs	cl	f	0.75	21	cross	
AS03014	4.534	5.192	6.11548E-10	4.07259E-10	cold	cs	cl	f	0.57	18	RNA_eggs_liver	
AS03015	4.702	5.329	5.86789E-10	4.03081E-10	cold	hs	bw	f	0.61	21	RNA_eggs_liver	
AS03016	4.282	4.919	9.67996E-10	6.38533E-10	cold	hs	cl	f	0.76	21	RNA_eggs_liver	
AS03017	4.170	4.751	1.2136E-09	8.20593E-10	cold	cs	bw	f	0.88	13	RNA_eggs_liver	
AS03018	4.597	5.246	9.1615E-10	6.1646E-10	cold	cs	bw	f	0.89	18	RNA_eggs_liver	
AS03019	4.355	4.939	7.9906E-10	5.47806E-10	cold	cs	cl	f	0.66	7	RNA_eggs_liver	
AS03020	4.712	5.370	1.12789E-09	7.62007E-10	cold	cs	bw	f	1.18	14	RNA_eggs_liver	
AS03021	4.498	5.157	8.02166E-10	5.32269E-10	cold	cs	cl	f	0.73	4	RNA_eggs_liver	
AS03045	4.457	5.101	1.0504E-09	7.00676E-10	cold	cs	cl	m	0.93	7	basic	
AS03046	4.317	4.930	1.3051E-09	8.76291E-10	cold	cs	cl	m	1.05	7	basic	
AS03048	4.528	5.112	1.14179E-09	7.93475E-10	cold	cs	cl	m	1.06	14	basic	
AS03049	4.277	4.887	1.00974E-09	6.76862E-10	cold	cs	cl	m	0.79	4	basic	
AS03051	4.583	5.155	1.63099E-09	1.14608E-09	cold	cs	bw	m	1.57	4	basic	
AS03052	4.592	5.211	1.15668E-09	7.91507E-10	cold	cs	cl	m	1.12	13	basic	
AS03053	4.245	4.796	1.54258E-09	1.06966E-09	cold	hs	bw	m	1.18	23	basic	
AS03054	4.558	5.188	1.3306E-09	9.02341E-10	cold	hs	cl	m	1.26	33_34_36	basic	
AS03055	4.358	4.949	1.18403E-09	8.08488E-10	cold	hs	bw	m	0.98	35	basic	
AS03056	4.628	5.243	1.31148E-09	9.01994E-10	cold	hs	cl	m	1.30	35	basic	
AS03059	5.009	5.595	8.59351E-10	6.16628E-10	cold	cs	cl	m	1.08	2	basic	
AS03060	4.089	4.684	9.36114E-10	6.22772E-10	cold	cs	cl	f	0.64	2	basic	not gravid
AS03062	4.506	5.193	1.12581E-09	7.35499E-10	cold	cs	cl	f	1.03	2	basic	not gravid
AS03068	4.361	4.926	1.12131E-09	7.78036E-10	cold	cs	cl	f	0.93	2	basic	not gravid
AS03069	4.522	5.128	1.40589E-09	9.64049E-10	cold	cs	cl	m	1.30	2	basic	
AS03073	4.783	5.381	1.20635E-09	8.47198E-10	cold	cs	bw	f	1.32	2	basic	
AS03074	4.141	4.762	1.26744E-09	8.3344E-10	cold	cs	bw	f	0.90	2	basic	
AS03077	4.693	5.322	1.28677E-09	8.82322E-10	cold	cs	bw	m	1.33	2	basic	
AS03080	4.433	5.176	1.23974E-09	7.78827E-10	cold	cs	bw	f	1.08	2	basic	not gravid
AS03081	4.287	4.841	1.42154E-09	9.87217E-10	cold	cs	bw	m	1.12	2	basic	
AS03082	4.744	5.338	1.42367E-09	9.99328E-10	cold	cs	bw	m	1.52	2	basic	
AS03084	4.586	5.197	1.11975E-09	7.69424E-10	cold	cs	bw	m	1.08	2	basic	
AS03086	4.421	4.985	1.3193E-09	9.20257E-10	cold	cs	bw	f	1.14	2	basic	not gravid
AS03092	4.533	5.135	1.03066E-09	7.09006E-10	cold	cs	cl	f	0.96	3	basic	not gravid
AS03093	4.823	5.436	1.2568E-09	8.7777E-10	cold	cs	cl	m	1.41	3	basic	
AS03094	4.698	5.292	1.03192E-09	7.21979E-10	cold	cs	cl	f	1.07	3	basic	not gravid
AS03095	4.498	5.109	1.01095E-09	6.8989E-10	cold	cs	cl	f	0.92	3	basic	not gravid
AS03097	4.678	5.368	9.57294E-10	6.33561E-10	cold	cs	cl	f	0.98	3	basic	not gravid
AS03099	4.414	5.026	1.0814E-09	7.32513E-10	cold	cs	cl	m	0.93	3	basic	
AS03105	4.407	4.986	2.19649E-09	1.5167E-09	cold	cs	bw	m	1.88	3	basic	
AS03109	4.156	4.704	1.10053E-09	7.58971E-10	cold	cs	bw	f	0.79	3	basic	not gravid
AS03110	4.682	5.304	1.15945E-09	7.97511E-10	cold	cs	bw	f	1.19	3	basic	not gravid
AS03111	5.125	5.785	6.7602E-10	4.70036E-10	cold	cs	bw	f	0.91	3	basic	not gravid
AS03112	4.363	4.919	1.11977E-09	7.81362E-10	cold	cs	bw	f	0.93	3	basic	not gravid
AS03116	4.437	4.953	8.58604E-10	6.17243E-10	cold	cs	cl	f	0.75	4	basic	not gravid
AS03022	4.597	5.219	1.70877E-09	1.16774E-09	cold	cs	bw	f	1.66	4	RNA_eggs_liver	not gravid
AS03125	3.859	4.359	9.22256E-10	6.39905E-10	cold	cs	cl	m	0.53	4	basic	
AS03127	4.197	4.807	1.00096E-09	6.66207E-10	cold	cs	cl	m	0.74	4	basic	
AS03129	4.283	4.875	9.92774E-10	6.73241E-10	cold	cs	cl	f	0.78	4	basic	not gravid
AS03133	4.169	4.741	9.24654E-10	6.28731E-10	cold	cs	cl	f	0.67	7	basic	
AS03154	4.053	4.654	1.24666E-09	8.23377E-10	cold	cs	cl	m	0.83	13	basic	
AS03155	4.174	4.776	1.00384E-09	6.70085E-10	cold	cs	cl	f	0.73	13	basic	not gravid
AS03159	4.774	5.401	1.1948E-09	8.25127E-10	cold	cs	bw	m	1.3	13	basic	
AS03167	4.400	4.970	9.15665E-10	6.35368E-10	cold	cs	bw	f	0.78	4	basic	
AS03168	3.912	4.462	1.0189E-09	6.86659E-10	cold	cs	bw	f	0.61	4	basic	
AS03170	5.060	5.712	1.34307E-09	9.33651E-10	cold	cs	bw	m	1.74	4	basic	
AS03179	5.299	5.913	1.33071E-09	9.57727E-10	cold	cs	bw	m	1.98	25	basic	
AS03180	4.768	5.460	1.3746E-09	9.15395E-10	cold	cs	bw	m	1.49	25	basic	
AS03181	4.342	4.973	1.23382E-09	8.21232E-10	cold	cs	bw	m	1.01	25	basic	
AS03183	4.326	4.899	1.24756E-09	8.59012E-10	cold	cs	bw	f	1.01	25	basic	
AS03184	3.856	4.313	1.09883E-09	7.8524E-10	cold	cs	bw	f	0.63	25	basic	
AS03191	4.665	5.242	1.34948E-09	9.51107E-10	cold	cs	bw	m	1.37	25	basic	
AS03192	4.197	4.553	1.3797E-09	1.08071E-09	cold	cs	bw	f	1.02	25	basic	
AS03195	3.843	4.411	1.14526E-09	7.5736E-10	cold	cs	bw	m	0.65	25	basic	
AS03199	3.761	4.306	8.64665E-10	5.7615E-10	cold	cs	cl	f	0.46	14	basic	
AS03201	4.246	4.798	1.03202E-09	7.15231E-10	cold	cs	cl	m	0.79	14	basic	
AS03209	3.861	4.369	1.07719E-09	7.43439E-10	cold	cs	bw	f	0.62	14	basic	
AS03210	5.068	5.664	1.25221E-09	8.97053E-10	cold	cs	bw	m	1.63	14	basic	
AS03211	3.839	4.315	1.18419E-09	8.33935E-10	cold	cs	bw	m	0.67	14	basic	
AS03212	4.482	5.017	1.03292E-09	7.36463E-10	cold	cs	bw	m	0.93	14	basic	
AS03218	4.351	4.903	1.1412E-09	7.97521E-10	cold	cs	bw	f	0.94	14	basic	
AS03219	4.118	4.663	1.13127E-09	7.79168E-10	cold	cs	bw	m	0.79	14	basic	
AS03223	4.285	4.873	1.23288E-09	8.38267E-10	cold	cs	cl	m	0.97	25	basic	
AS03225	4.232	4.879	9.89519E-10	6.45757E-10	cold	cs	cl	f	0.75	25	basic	
AS03226	4.816	5.449	1.31601E-09	9.08588E-10	cold	cs	cl	m	1.47	25	basic	
AS03228	4.498	5.079	1.2527E-09	8.70102E-10	cold	cs	cl	m	1.14	25	basic	
AS03233	4.276	4.984	8.82543E-10	5.57333E-10	cold	cs	cl	f	0.69	25	basic	
AS03244	4.008	4.538	9.78492E-10	6.74135E-10	cold	cs	bw	f	0.63	18	basic	
AS03248	3.713	4.242	1.19167E-09	7.99131E-10	cold	cs	bw	f	0.61	18	basic	
AS03255	4.002	4.564	9.67298E-10	6.52161E-10	cold	cs	cl	f	0.62	18	basic	
AS03260	4.692	5.281	1.15205E-09	8.07976E-10	cold	hs	bw	f	1.19	21	basic	
AS03261	4.392	4.959	1.03871E-09	7.21606E-10	cold	hs	bw	f	0.88	21	basic	
AS03265	4.486	5.059	1.22955E-09	8.57292E-10	cold	hs	bw	m	1.11	21	basic	
AS03268	3.863	4.372	1.12756E-09	7.77809E-10	cold	hs	bw	m	0.65	21	basic	
AS03269	4.009	4.562	1.05536E-09	7.16214E-10	cold	hs	bw	f	0.68	21	basic	
AS03270	3.993	4.565	1.05239E-09	7.04292E-10	cold	hs	bw	f	0.67	21	basic	
AS03273	4.572	5.163	1.14053E-09	7.91991E-10	cold	hs	bw	f	1.09	21	basic	
AS03274	4.119	4.708	1.11614E-09	7.47455E-10	cold	hs	bw	m	0.78	21	basic	
AS03277	4.637	5.286	1.30386E-09	8.80161E-10	cold	hs	cl	m	1.30	21	basic	
AS03278	4.042	4.626	1.04486E-09	6.96999E-10	cold	hs	cl	m	0.69	21	basic	
AS03279	4.185	4.757	1.14602E-09	7.80333E-10	cold	hs	cl	m	0.84	21	basic	missing dorsal spine
AS03280	3.956	4.509	9.85283E-10	6.6541E-10	cold	hs	cl	m	0.61	21	basic	
AS03281	3.395	3.908	9.71101E-10	6.36678E-10	cold	hs	cl	m	0.38	21	basic	
AS03282	4.187	4.752	1.07626E-09	7.36203E-10	cold	hs	cl	m	0.79	21	basic	
AS03284	4.648	5.305	8.96281E-10	6.02818E-10	cold	hs	cl	f	0.90	21	basic	
AS03285	3.967	4.514	1.07322E-09	7.28434E-10	cold	hs	cl	m	0.67	21	basic	
AS03286	4.403	5.007	9.4894E-10	6.45286E-10	cold	hs	cl	f	0.81	21	basic	
AS03287	4.318	4.879	9.19145E-10	6.37146E-10	cold	hs	cl	f	0.74	21	basic	
AS03288	3.655	4.201	1.08546E-09	7.14855E-10	cold	hs	cl	m	0.53	21	basic	
AS03289	3.806	4.310	8.88771E-10	6.12018E-10	cold	hs	cl	f	0.49	21	basic	
AS03290	4.783	5.419	1.33429E-09	9.17477E-10	cold	hs	bw	f	1.46	35	basic	
AS03294	4.303	4.891	1.0292E-09	7.00843E-10	cold	hs	bw	f	0.82	35	basic	
AS03295	3.952	4.513	1.02068E-09	6.85401E-10	cold	hs	bw	m	0.63	35	basic	
AS03296	5.151	5.797	1.23655E-09	8.67515E-10	cold	hs	bw	m	1.69	35	basic	
AS03297	4.071	4.650	1.37841E-09	9.24962E-10	cold	hs	cl	m	0.93	23	basic	
AS03298	4.234	4.811	1.17257E-09	7.99252E-10	cold	hs	cl	f	0.89	23	basic	
AS03300	3.970	4.601	1.18266E-09	7.59758E-10	cold	hs	cl	f	0.74	23	basic	
AS03301	4.556	5.215	1.09972E-09	7.33281E-10	cold	hs	cl	f	1.04	23	basic	
AS03302	4.112	4.733	1.165E-09	7.63969E-10	cold	hs	cl	f	0.81	23	basic	
AS03303	4.217	4.821	1.20014E-09	8.03214E-10	cold	hs	cl	f	0.9	23	basic	
AS03304	4.105	4.719	1.4601E-09	9.61106E-10	cold	hs	cl	m	1.01	23	basic	
AS03305	4.348	4.998	1.37471E-09	9.05086E-10	cold	hs	cl	m	1.13	23	basic	
AS03306	3.998	4.605	2.72283E-09	1.78181E-09	cold	hs	cl	f	1.74	23	basic	
AS03307	3.931	4.556	1.0042E-09	6.45028E-10	cold	hs	cl	f	0.61	23	basic	
AS03308	4.272	4.825	1.33395E-09	9.25852E-10	cold	hs	bw	f	1.04	33_34_36	basic	gravid, not strippable
AS03309	4.177	4.766	1.18006E-09	7.94395E-10	cold	hs	bw	f	0.86	33_34_36	basic	gravid, not strippable
AS03310	4.292	4.892	1.31539E-09	8.88329E-10	cold	hs	bw	m	1.04	33_34_36	basic	
AS03311	4.333	4.935	1.06943E-09	7.23865E-10	cold	hs	bw	m	0.87	33_34_36	basic	
AS03312	4.497	5.113	1.38549E-09	9.42634E-10	cold	hs	bw	m	1.26	33_34_36	basic	small liver sample
AS03313	4.289	4.894	1.15338E-09	7.76336E-10	cold	hs	bw	m	0.91	33_34_36	basic	
AS03314	4.288	4.901	1.30639E-09	8.7495E-10	cold	hs	bw	m	1.03	33_34_36	basic	
AS03315	4.221	4.835	1.43608E-09	9.55508E-10	cold	hs	bw	m	1.08	33_34_36	basic	
AS03316	4.548	5.172	1.41381E-09	9.61338E-10	cold	hs	bw	f	1.33	23	basic	
AS03317	4.469	5.111	1.29965E-09	8.68841E-10	cold	hs	bw	f	1.16	23	basic	
AS03319	4.648	5.318	1.43405E-09	9.57453E-10	cold	hs	bw	f	1.44	23	basic	
AS03320	4.120	4.700	1.6015E-09	1.07876E-09	cold	hs	bw	m	1.12	23	basic	
AS03321	4.819	5.441	9.47186E-10	6.58066E-10	cold	hs	cl	f	1.06	33_34_36	basic	
AS03322	4.570	5.203	7.85801E-10	5.32476E-10	cold	hs	cl	f	0.75	33_34_36	basic	
AS03323	4.410	5.004	9.67748E-10	6.62409E-10	cold	hs	cl	f	0.83	33_34_36	basic	
AS03324	4.388	4.995	1.27827E-09	8.66597E-10	cold	hs	cl	m	1.08	33_34_36	basic	
AS03325	4.243	4.864	1.33531E-09	8.86379E-10	cold	hs	cl	m	1.02	33_34_36	basic	
